applications,seats,placements_pct,ad_budget,courses,annual_fees,last_year_admissions,admissions
2229,1767,75.8,140472,6,172628,1399,1403
2110,1654,87.1,721023,11,156628,1213,1400
2834,1439,94.7,419672,9,175760,1347,1225
1760,990,70.2,615581,6,171418,669,769
1511,1315,81.4,180828,9,243019,1225,939
2215,1241,69.3,562918,8,171633,923,1030
1356,942,82.0,250155,7,223091,757,748
3000,2014,71.8,395634,6,130969,1375,1546
2593,1332,87.7,92141,9,151668,894,981
2044,1026,77.2,189160,6,157322,799,828
3000,2136,78.4,146298,12,123777,1864,1638
3000,1748,91.0,252616,12,141463,1277,1382
3000,2125,72.1,152013,10,179740,1740,1768
2454,1259,83.5,578175,7,176533,924,1002
2204,1350,72.9,100909,8,186376,1035,1067
2488,1192,87.6,524773,5,136568,1099,909
3000,1644,92.3,181310,12,130271,1491,1238
2428,2030,75.9,760516,5,182033,1634,1717
2149,1009,60.4,751828,6,98251,728,820
3000,1938,72.5,242362,9,119281,1372,1400
2847,1445,97.5,522383,10,82372,1353,1329
2740,2074,73.3,100164,12,87707,1474,1633
2021,1018,92.2,750888,7,117592,909,788
2454,1206,73.1,456551,8,78418,917,1047
3000,2177,73.0,111121,8,117947,2059,1528
3000,1687,84.2,326600,12,189621,1283,1255
1567,1357,83.3,135332,12,85694,1025,1006
1706,1349,84.8,362920,11,151429,1135,1093
1592,941,78.0,562347,8,234794,883,785
2446,1411,86.3,418321,5,213475,1330,1032
2353,1300,85.7,356280,7,128452,1121,968
1833,1639,87.2,165793,11,236841,1436,1227
3000,1501,73.0,256356,5,132688,1229,1122
1603,1395,86.3,152103,6,87690,1223,1118
1358,1080,73.8,661399,8,248960,981,864
1364,1223,76.7,177373,7,227254,973,969
2852,1655,76.6,508669,12,156538,1384,1479
2272,1069,70.0,326773,8,191616,867,884
1746,953,64.1,242704,5,192465,780,579
2833,1413,87.8,540417,5,109034,1296,1166
1628,1461,72.4,409042,5,110009,1106,1112
1496,882,75.8,368105,8,157177,628,705
2803,1746,72.2,506853,7,234525,1374,1227
2800,1698,75.9,433713,7,76749,1210,1302
2474,2098,74.0,298509,6,211938,1677,1461
2007,1083,88.2,482524,8,85067,997,860
2942,1779,73.3,562039,6,158689,1486,1423
1887,972,91.7,99219,10,186628,881,751
3000,2150,87.1,415428,6,195183,1505,1642
2385,1886,74.2,121532,6,85234,1736,1388
3000,1896,80.6,214212,6,148256,1575,1429
2014,1562,82.2,483566,12,177172,1030,1310
3000,2198,84.7,703656,5,86558,1846,1786
2541,1432,85.5,715620,10,98642,1340,1136
2019,1586,79.5,130360,11,191139,1069,1149
3000,1742,70.4,381756,12,166287,1437,1389
3000,1811,83.1,499765,6,103320,1675,1445
1413,1197,76.1,185890,7,168667,782,823
3000,1943,55.7,631111,6,234721,1631,1604
2389,1733,81.1,615849,5,77728,1373,1444
2926,1475,72.1,730406,12,187461,1112,1237
3000,1735,74.3,86110,9,87889,1454,1322
2752,1264,78.0,236013,11,76129,842,959
1792,1085,65.6,675574,10,101365,950,949
1703,1064,79.1,562818,9,149009,693,996
2158,1119,75.5,723961,9,215410,830,925
1834,1472,71.0,121169,10,124312,1179,1204
3000,2199,78.4,509814,8,184493,1678,1692
2754,1619,64.5,489714,11,146952,1202,1274
1064,888,78.6,105686,12,116008,799,750
3000,2026,81.8,449736,11,164993,1885,1663
3000,1620,80.4,518855,7,214556,1478,1399
3000,1800,84.3,217731,5,220686,1452,1385
1370,1133,87.3,276797,10,223141,1037,804
1225,1021,77.3,541050,12,134248,946,962
1167,840,86.8,417177,9,213855,649,678
1788,867,77.3,697770,5,112131,637,739
2219,1787,72.4,326515,5,204224,1214,1299
2484,1313,74.9,271995,8,240967,1042,1096
2362,1950,80.1,789103,9,77405,1821,1724
3000,2078,86.7,736018,6,152064,1700,1599
2229,1494,78.0,100875,5,188360,1270,1137
3000,1839,72.6,634925,9,197811,1258,1612
1732,1276,89.6,159441,11,105815,884,1094
3000,1885,66.5,99789,5,245132,1488,1453
2284,1680,72.7,277061,8,182671,1571,1363
2320,1231,85.1,273929,8,103760,933,965
2199,1067,92.1,669910,6,78591,974,859
2303,1858,81.8,591680,8,212071,1275,1501
3000,1578,80.0,786759,12,88948,1318,1298
2267,1293,75.7,592289,9,99684,1073,1034
1810,1460,82.4,381144,10,175595,1326,1122
3000,2148,79.0,583228,8,180613,1398,1668
2716,2127,72.0,799611,10,195205,1504,1852
3000,2099,75.5,591302,6,143865,1503,1598
3000,1812,71.1,628411,11,210432,1694,1687
2462,2024,78.1,755623,7,245513,1409,1787
3000,2147,79.3,161829,5,122442,1419,1757
3000,1858,91.1,587445,12,198030,1506,1546
3000,1776,73.2,692580,5,237482,1436,1485
2133,1281,76.6,767153,9,195100,1157,1030
3000,1527,88.1,231898,6,194194,1427,1246
2161,1279,92.4,442829,6,114160,1038,946
2895,1888,81.8,569999,6,168648,1754,1653
3000,1831,76.0,258177,5,173441,1588,1359
3000,2124,74.2,512340,8,197523,1549,1749
1849,1142,63.3,265457,5,249444,1060,891
1854,1131,70.6,320089,5,80888,962,844
2513,1237,78.8,397893,5,86416,958,951
1961,973,76.6,461017,11,88641,831,810
2097,1358,83.0,403543,11,205021,1046,1175
1945,1326,76.4,435101,8,98862,907,1056
2393,1458,72.2,294984,7,183929,1262,1184
1427,825,80.7,194455,9,131817,740,687
2205,1619,98.0,114092,7,155031,1406,1260
2771,1404,75.5,221105,7,112741,1009,1100
1970,1205,79.1,498999,5,226569,1129,983
1513,1031,84.8,646003,12,177576,678,945
1622,1332,73.4,201858,7,240299,999,986
1777,1304,88.2,158160,5,175554,949,1079
2097,978,65.4,619489,5,96684,650,811
1337,931,74.7,299714,9,104902,718,699
1475,1147,75.5,765080,6,248088,960,948
2151,1339,79.2,594309,5,201974,1225,1023
2259,1571,62.2,315264,11,83624,1488,1118
1000,875,88.8,288471,7,198162,781,716
2006,1378,81.3,457063,9,147130,1089,1182
2808,1653,87.0,136984,10,128761,1433,1318
1695,993,90.9,164727,10,101961,897,805
2962,1985,72.1,206618,10,221983,1567,1487
1824,1146,58.0,637801,7,86172,1015,928
3000,1750,87.2,449977,6,125721,1391,1612
3000,2184,75.7,87608,8,128617,1673,1761
2644,1910,68.9,564932,12,103158,1543,1564
2852,2085,82.6,385057,6,163932,1778,1640
1624,1013,97.7,447814,12,77048,879,851
2655,1372,77.1,234164,9,127671,1039,1001
2095,1579,85.6,477283,6,238385,1297,1240
1995,1061,70.1,784990,10,129343,979,949
1717,1529,64.5,132880,6,138080,1442,1041
1689,1082,85.3,284421,9,157804,777,857
2268,1161,82.4,254958,9,173296,822,877
1826,1240,74.3,258956,10,216524,1058,1025
1534,892,91.6,352669,11,108306,691,690
2057,1552,63.9,669039,7,227556,1020,1295
3000,1666,68.2,737258,12,207571,1256,1514
1089,941,73.7,225595,5,201464,839,691
3000,2114,75.1,470924,8,90191,1880,1628
2040,1548,89.7,538567,8,78787,1236,1324
2994,1452,78.4,455716,10,178952,1150,1331
2232,1500,76.5,392535,11,226048,1236,1318
3000,1797,67.8,218222,8,177277,1286,1378
1231,848,86.7,431518,6,112316,685,649
3000,2125,68.9,368875,9,90841,1388,1646
2082,1680,67.8,652806,12,197429,1332,1247
2610,2013,74.8,629795,11,201310,1511,1619
3000,1959,79.3,176479,9,105193,1670,1576
1611,1354,72.2,143734,10,79933,1139,1004
1583,1203,83.7,733871,9,146450,919,987
3000,1691,75.7,465566,12,176976,1103,1405
3000,1664,86.4,697617,5,198550,1208,1393
2121,1401,82.0,121869,9,216740,1177,1144
2412,1140,92.3,459091,9,181844,766,897
2554,1503,74.5,468387,11,94404,1025,1280
1560,1117,84.8,699705,12,194452,943,962
2654,1417,63.7,150279,6,247231,1242,1100
3000,2186,98.0,253121,7,233477,1632,1610
2584,1181,84.4,372708,8,227542,941,1028
1436,1032,75.6,703406,6,127880,964,879
3000,2167,75.9,755996,6,206388,2023,1984
1870,1616,76.0,794762,6,223943,1199,1272
1656,1352,92.7,770619,8,193707,1207,1125
1828,1655,85.2,84278,10,118848,1371,1124
3000,1618,74.5,114350,6,241921,1525,1173
1947,982,68.1,186277,7,153893,779,830
3000,1864,87.6,331181,10,97716,1645,1557
1986,1196,84.7,677541,9,94211,1053,982
2257,1578,83.7,722712,7,188316,1261,1344
2160,1706,77.3,214521,11,151599,1516,1330
3000,2156,75.6,526158,12,91535,1570,1579
1402,926,91.5,740501,10,204564,636,730
1546,800,92.2,413887,9,214882,622,720
3000,1991,83.1,154551,9,201948,1858,1635
1000,818,85.8,409626,6,110396,655,592
2413,2155,79.9,350572,6,195711,1811,1663
1677,1383,67.0,495914,8,76876,1158,1041
1947,1255,70.2,395834,5,128395,866,1047
3000,1756,87.2,92489,7,144794,1347,1411
3000,1932,88.2,795678,8,221168,1666,1573
3000,2091,86.4,471349,8,143319,1969,1732
2007,1244,80.8,421014,7,76972,871,1004
3000,2063,86.7,767325,12,136661,1595,1805
2590,2124,77.5,192219,10,162312,1441,1591
2891,1401,83.0,216251,11,241076,1013,1147
1769,902,76.4,661771,7,239681,688,724
2296,1787,69.5,267798,9,106653,1451,1270
3000,2073,84.9,655444,11,107401,1491,1645
2158,1319,88.2,275504,12,103592,947,1018
3000,1976,97.8,103895,5,213061,1745,1590
3000,1658,80.1,452251,12,76054,1557,1430
1691,973,69.6,221614,10,97256,727,834
3000,2166,75.4,625649,6,169143,1855,1740
2084,1804,76.9,541664,5,118323,1312,1496
1438,1230,79.2,744994,5,91162,1142,1016
1993,1526,81.8,643752,12,137979,1300,1318
1873,1649,80.9,210159,6,122986,1469,1324
3000,2147,84.2,656114,5,164443,1427,1840
3000,1789,79.6,542051,10,246366,1484,1508
1797,1438,60.2,561645,10,96753,1162,1100
2462,1219,79.8,679229,10,140227,899,1073
1769,1393,78.7,493153,8,238097,1015,1220
1838,1284,82.4,415523,8,228453,1058,1050
1664,1211,75.1,538382,10,143997,1044,969
2619,1735,79.8,294529,6,197317,1145,1432
2632,1907,82.4,211470,6,90375,1564,1343
3000,1936,76.7,523943,7,199695,1357,1541
1751,1131,83.4,248371,7,245250,783,837
3000,1454,78.6,137539,12,169060,1217,1162
1000,840,79.3,80399,10,162236,624,693
2209,1758,55.0,517990,11,107781,1375,1440
1047,904,68.8,340747,5,185913,685,600
1790,1001,68.9,621664,5,178327,845,784
1449,1249,79.7,350127,6,189088,988,879
3000,2089,88.2,429922,11,79565,1962,1849
2842,1709,77.1,373101,5,171027,1292,1303
1695,1009,84.8,548414,12,179114,880,866
2340,1362,83.2,336420,9,111318,990,1118
2500,1941,79.1,773913,8,111458,1558,1658
1992,1512,82.6,754026,5,123338,1233,1044
3000,2200,80.0,690580,5,199551,1647,1854
2752,1570,76.9,742616,7,181097,1243,1289
2538,1907,81.1,403381,9,223008,1399,1618
1539,1253,89.6,466230,5,126740,817,1023
3000,1466,81.8,614307,8,234612,1048,1297
1605,1428,79.7,581225,12,205149,1228,1135
2352,1186,71.0,721289,5,144127,1045,926
3000,2173,89.3,595758,6,91671,1595,1904
1562,1095,66.7,798477,9,119972,846,948
1320,1057,64.4,330924,5,242434,699,807
2399,1904,81.0,679758,11,129314,1373,1633
1992,1067,71.0,582297,9,132733,943,910
2201,1218,86.7,577798,5,108178,1013,940
2028,1034,64.5,314602,8,216199,736,870
3000,2134,85.7,645633,12,123238,1552,1816
3000,1785,84.6,728271,12,132795,1598,1554
2772,2180,78.9,237355,8,147511,1554,1646
2785,2036,61.2,530358,9,150902,1528,1364
2782,1373,64.2,362337,10,146985,1166,1142
1128,848,79.9,792475,7,163155,694,674
2301,1950,76.1,424760,7,217540,1537,1547
1915,1022,83.8,244391,6,218375,940,772
2654,1720,77.5,354937,10,214705,1231,1357
3000,2102,76.8,550764,7,92697,1834,1667
3000,2117,58.6,134784,9,214944,1477,1481
1291,1076,84.6,514593,7,96044,898,862
3000,1930,72.8,750482,6,96827,1759,1560
1688,1219,74.8,692261,5,240876,960,934
2074,1410,69.4,128725,7,218395,1223,1141
1811,1174,65.7,795241,9,171672,1052,938
1008,872,89.8,583083,9,228120,602,753
3000,1853,84.4,196842,6,248139,1597,1513
2485,2011,84.5,88940,12,181862,1862,1664
3000,2187,76.3,203323,11,182257,1800,1654
1477,994,64.1,683487,6,207025,702,794
3000,1979,94.8,95580,11,115624,1362,1573
3000,1995,81.4,247866,8,104247,1452,1627
2088,1646,79.1,625260,8,207927,1121,1337
2802,1864,75.1,502000,12,135358,1499,1586
2849,1886,61.6,643570,8,98637,1265,1502
1041,822,87.1,617228,11,130104,589,743
2293,1159,69.5,116433,5,137761,906,879
3000,1898,82.4,722608,9,243915,1504,1614
1780,1359,84.2,243463,12,197143,1114,1114
2211,1471,80.7,478443,8,167900,1268,1322
2361,1941,81.8,543887,9,244553,1289,1534
2647,1478,88.8,201412,6,233049,996,1253
2606,2113,71.7,782887,12,164600,1412,1707
2707,1239,79.3,431472,5,233494,963,1011
3000,1732,76.2,121503,6,145753,1148,1256
1233,806,63.3,754829,9,115324,704,654
3000,2019,80.3,502113,10,115719,1447,1601
2565,1220,88.0,583419,11,190905,1137,1105
2790,1632,89.0,458127,10,162687,1299,1334
2605,2016,92.9,681011,8,190316,1580,1773
2060,1358,63.8,103856,10,195063,1201,987
3000,1971,91.0,273232,6,78907,1703,1574
3000,2025,79.5,418147,12,84457,1685,1815
3000,1713,90.8,135155,11,168219,1594,1324
3000,1806,74.8,588253,10,108431,1403,1443
1927,925,73.8,363438,7,185693,826,734
2521,1194,68.3,276321,5,171633,912,928
1946,1616,84.2,82433,9,177508,1457,1288
2854,1680,82.1,598278,12,127930,1223,1444
2633,1375,69.1,680343,11,186973,1013,1188
2172,1124,60.7,364429,12,220161,959,839
3000,1729,81.3,486237,8,249662,1234,1456
2602,2027,82.2,243934,6,221728,1457,1602
3000,1632,70.1,527982,5,172562,1210,1371
3000,1854,68.5,88739,8,108850,1583,1367
1955,1636,83.2,431824,6,194253,1500,1301
2778,1725,92.9,543828,10,239089,1470,1536
2840,2199,74.0,741098,11,112077,1975,1741
3000,2167,71.0,354562,9,119799,1762,1510
1391,1242,80.4,630937,11,101076,833,968
1346,874,83.1,510335,7,203926,594,690
2312,1356,75.1,747449,12,146148,1107,1247
3000,1978,94.2,366832,7,85972,1480,1821
2126,1162,85.2,309749,12,228116,832,912
2519,1247,74.9,718742,11,172593,985,1077
2750,2057,65.3,115456,10,132942,1748,1490
1308,1061,88.6,178197,9,135197,812,859
1882,924,87.5,139331,5,125794,823,742
2176,1710,75.6,687039,9,154709,1490,1347
2268,1044,80.8,87637,10,133982,909,796
2718,1341,76.8,700393,6,170891,1268,1127
2120,1284,82.2,404913,11,210366,948,1142
2007,921,69.8,82898,11,193031,777,689
1115,924,68.7,369185,11,126530,838,656
1389,969,84.5,214497,11,167530,798,838
1663,923,85.5,529568,5,222022,819,788
2759,1858,74.1,569138,7,86936,1439,1403
3000,1910,72.0,431020,10,88702,1580,1574
1694,1445,87.2,109174,6,172330,963,1158
2701,1585,72.3,552413,10,186845,1499,1321
1750,1000,78.4,686268,8,111997,890,916
2123,1168,77.4,598633,8,205414,1064,1011
2204,1596,66.3,677570,8,188096,1370,1326
1315,876,79.5,224367,7,236576,618,691
1740,858,78.8,719999,9,104567,566,749
1617,1230,80.9,311979,5,206490,1119,1010
2888,1437,79.3,89651,11,89638,1105,1133
1561,908,95.1,687242,7,173926,662,831
3000,1807,87.3,758111,12,171582,1479,1625
3000,2101,78.3,552002,6,142967,1631,1716
1152,867,79.0,246634,6,222800,733,655
3000,1892,92.1,261256,8,75765,1504,1504
3000,1988,84.9,415947,12,166031,1708,1686
1739,1104,68.2,726438,5,113002,1000,960
3000,1473,85.6,187710,8,205112,1044,1223
1859,1164,87.9,674701,6,82537,872,944
2036,1620,90.9,289738,6,220522,1265,1153
1745,1142,74.8,662182,11,221666,1072,1006
3000,1746,74.2,742595,9,220752,1326,1711
2465,1698,70.5,387796,11,101699,1298,1336
3000,2177,80.5,342836,9,185321,1842,1690
3000,1932,83.9,657599,11,77514,1499,1737
2318,1561,73.9,461228,9,223393,1460,1194
1358,1140,76.9,572803,8,201521,1047,1011
3000,1741,61.6,528437,10,167952,1400,1447
1705,1182,90.1,190080,12,202854,997,955
3000,1803,65.5,688249,5,91507,1203,1397
1744,1099,81.0,220958,9,167515,944,919
1532,938,79.9,751243,7,125973,809,777
2265,1158,78.4,260411,9,245208,877,975
2486,1635,78.6,608394,8,224996,1171,1390
3000,2103,69.9,284952,5,203323,1944,1737
1941,1282,75.4,308805,9,238406,997,1026
2569,1708,85.8,303201,11,135698,1445,1658
3000,1934,88.1,618482,5,232654,1276,1668
3000,1665,74.6,480907,7,131917,1289,1368
1405,938,65.5,715726,6,203239,840,746
3000,1795,71.8,301308,11,203873,1375,1514
2268,1234,92.8,578235,5,78211,1025,1022
1826,1308,72.2,622123,10,138185,933,1031
1506,1072,77.2,189067,9,78401,831,807
3000,1922,89.3,368424,11,249491,1784,1578
1712,903,73.8,427629,8,96384,740,836
3000,2037,76.7,336095,10,169992,1875,1660
2829,1561,84.4,311921,12,213347,1437,1243
1796,1586,91.7,574222,12,110221,1480,1433
1716,964,72.8,235424,10,159884,886,773
2986,1798,89.1,590761,8,181300,1170,1643
2243,1319,75.7,753232,8,103036,1227,1248
3000,2107,70.9,486942,12,211247,1456,1564
1566,1316,80.0,520233,8,127384,871,910
1911,1456,68.7,129632,10,111929,971,1247
3000,1412,81.8,702423,5,172701,1066,1154
1492,963,98.0,285522,8,146805,805,708
1392,863,86.8,522837,6,236050,665,691
2216,1914,77.2,784961,10,229011,1259,1527
2214,1940,86.4,508762,10,159586,1538,1525
2014,1066,70.5,601791,10,137871,834,940
3000,1963,71.9,400630,7,131966,1722,1517
1734,1045,77.4,123463,5,121824,767,710
1633,1194,78.7,654272,5,170296,854,979
2447,1275,67.7,105199,8,215871,927,921
2282,1776,75.5,584474,10,129382,1316,1439
2627,2007,76.8,96504,11,108266,1665,1524
2961,1843,90.3,700860,10,158210,1459,1683
1920,1357,67.7,193498,8,87081,1019,995
2493,1817,66.9,450275,5,197724,1385,1472
3000,1682,79.4,509949,12,165713,1280,1288
1718,946,87.2,409433,8,161866,891,827
2940,1465,82.4,325350,12,127578,1055,1317
3000,2127,80.4,416826,8,233318,1905,1689
1675,1419,75.7,304219,8,90835,1224,1043
2268,1619,83.4,395448,8,227219,1055,1219
3000,1663,84.6,338417,8,140923,1576,1354
2425,1381,75.9,487667,9,229109,1211,1222
3000,1822,70.4,251305,9,202533,1557,1386
1655,1494,70.5,791833,10,93230,1153,1331
3000,2051,85.0,440626,10,220519,1675,1575
2197,1925,65.6,219797,11,194381,1398,1432
3000,2039,91.4,423488,11,80653,1347,1703
2548,1206,74.4,703819,9,98398,1086,1047
2594,1198,80.5,95701,5,186235,1101,907
2566,1514,83.6,569279,7,190955,1058,1359
2411,1503,72.5,474537,5,205664,1332,1290
3000,1560,74.3,202082,11,201043,1361,1234
2390,1298,79.1,668583,10,190416,913,1080
2077,1773,71.2,345597,9,209092,1377,1327
1420,881,69.5,291537,5,175640,684,722
1914,1403,70.2,676250,7,120638,1232,1099
2540,1571,87.7,539738,12,234666,1416,1229
2725,1702,81.2,726747,8,78187,1155,1338
2026,1164,71.7,533516,6,139148,953,982
1436,962,85.0,613389,9,202552,845,746
2396,1871,72.1,682241,9,149752,1657,1508
2167,1310,62.4,119413,7,79346,910,983
3000,2152,83.6,638755,8,86547,1738,1621
1675,915,91.2,521869,8,188512,830,786
2562,1740,82.5,130046,6,243851,1297,1306
2419,1136,62.9,446176,12,171576,883,823
3000,1680,77.8,139370,8,163683,1497,1327
2043,1536,75.8,609882,12,130707,1040,1315
1874,1639,81.0,473481,7,119921,1488,1326
1812,946,71.2,766573,12,78672,703,847
3000,2146,75.3,211857,10,122767,1396,1702
2688,1242,66.6,516344,8,153594,895,1061
3000,1636,79.8,232339,10,109641,1107,1239
3000,1836,66.9,522127,11,90286,1244,1375
2932,1742,81.5,600308,11,200602,1494,1383
1228,1086,72.0,600059,10,231559,776,840
2083,1519,55.0,666853,7,238935,1413,1358
3000,1937,84.4,694556,9,183150,1559,1579
2291,1279,82.0,135636,9,84236,1008,977
1406,821,88.8,327152,9,204651,641,665
3000,2172,61.3,574728,5,94267,1863,1662
2086,1482,72.8,438982,9,192206,1164,1321
2935,1705,79.1,217287,7,211389,1174,1192
1339,1119,82.6,477951,6,202026,1023,1018
1438,925,66.3,373354,11,241580,720,743
2071,1076,81.5,360828,8,204176,723,932
3000,2027,73.4,663023,9,196312,1639,1689
2174,993,63.2,373471,5,120805,838,817
2101,1495,72.0,99047,11,236835,1095,1074
3000,2109,82.1,121806,12,106420,1877,1519
1252,856,63.5,696496,11,233357,728,821
3000,2126,83.1,771633,10,129716,1797,2036
3000,1986,80.3,575655,5,97779,1542,1516
1515,818,76.0,342345,7,219670,768,684
3000,2193,64.9,755792,6,75437,1606,1914
1407,1063,65.6,557218,9,220615,875,887
3000,1593,74.8,687920,9,120905,1183,1340
1063,912,69.0,631414,5,229826,797,816
3000,2150,75.3,352980,12,196009,1428,1807
1961,1341,85.2,424666,7,191582,890,1026
2091,1446,75.8,214015,5,138931,1292,1074
2292,1378,75.6,290250,5,85396,1075,999
3000,1888,75.6,640250,6,220263,1420,1546
2438,2115,86.1,723664,7,104908,1760,1760
1226,824,88.3,601612,6,140145,709,719
1634,800,81.4,414925,7,180062,568,688
2626,1710,79.1,142287,9,159394,1207,1363
1240,940,79.8,121003,8,109766,881,735
2268,1447,89.4,349514,10,99608,1197,1268
1504,987,81.8,413952,8,96568,757,789
3000,1951,90.2,518567,12,226026,1737,1433
1938,1000,74.6,84672,12,80523,808,896
3000,1950,67.3,792600,11,245977,1409,1568
2310,1056,72.6,342036,7,109743,752,882
2169,1346,73.5,690628,8,94306,1035,1103
1156,993,90.8,465176,5,175970,902,870
2086,1502,83.9,173916,9,88998,1004,1105
3000,1927,72.9,654247,12,180429,1379,1561
2657,2088,84.5,591075,10,223860,1917,1695
3000,1601,77.0,459754,10,83382,1099,1374
3000,1741,91.1,450478,11,214977,1461,1498
2906,2083,75.3,142985,10,144034,1487,1666
2123,1213,65.7,552211,9,102911,1009,998
3000,2181,76.5,736097,8,105817,1668,1930
3000,1898,75.3,147136,10,235784,1292,1567
3000,2178,67.3,269728,12,94356,1796,1870
2848,1709,82.7,729662,10,226687,1461,1508
1927,987,89.4,284728,7,170243,843,823
3000,2113,69.0,550839,5,81835,1777,1862
1442,844,85.8,465069,7,156283,675,748
1082,882,73.1,509356,8,218054,711,728
2411,1946,77.8,379368,9,202085,1636,1411
1947,1157,77.0,295994,9,160537,992,827
2637,1889,77.8,114944,7,225509,1599,1492
1949,1735,81.8,615882,6,96064,1433,1469
2225,1174,69.8,617187,7,234240,818,929
1091,961,88.3,562923,12,223127,685,827
3000,2181,82.0,543416,6,198948,1588,1676
3000,2011,84.7,255476,11,218130,1862,1680
2428,1121,71.8,96088,7,170168,984,895
2039,1249,69.1,662275,6,193153,1019,1059
2148,1836,87.5,433620,6,173105,1332,1502
1678,983,68.7,300923,10,137200,672,764
1843,910,79.2,153391,11,174551,837,722
2871,1307,86.2,125160,10,120056,1200,1130
3000,2113,77.0,331184,6,152049,1444,1695
1589,1094,87.4,659411,6,124136,973,945
3000,1703,75.8,741481,5,96505,1335,1436
2671,2038,67.8,725661,12,131326,1523,1775
3000,1773,81.0,742401,6,224098,1546,1589
2213,1431,79.6,733562,12,141689,1194,1193
2119,1850,98.0,459602,10,205901,1635,1602
2270,1532,70.4,237979,6,105660,1030,1150
2859,2054,76.0,654594,9,149273,1531,1741
2077,1120,72.2,233873,5,95100,835,913
3000,1712,76.9,272389,6,99259,1282,1221
2868,2056,76.5,247943,10,183051,1646,1505
2463,1236,71.0,450787,10,181309,908,978
1834,1580,81.7,311716,8,112340,1238,1183
3000,1876,76.3,190992,10,158024,1426,1459
2515,2136,88.8,406285,12,226079,1860,1943
3000,2104,72.8,709213,5,105485,1749,1846
2963,1525,92.9,490798,12,78362,1290,1281
1514,830,80.2,712402,10,189099,592,754
2279,1136,88.2,221028,9,84362,849,926
1780,982,78.9,200221,7,246490,645,789
3000,1846,71.8,494416,9,181684,1260,1412
2532,1343,75.9,413597,11,157319,980,1022
3000,1897,66.9,555324,12,150249,1270,1635
3000,1833,77.1,652131,9,175287,1523,1546
1793,1459,79.4,620941,5,90859,1385,1221
1612,959,78.4,758428,5,237753,652,884
2277,1837,88.6,366745,8,184487,1647,1458
3000,2001,76.8,228598,10,107196,1372,1554
1975,1211,62.8,476657,8,173452,1031,1069
3000,1811,98.0,159735,5,98320,1527,1443
1000,852,72.5,287973,10,78072,785,628
1586,1207,85.7,229679,5,185340,826,979
2700,1646,66.0,365526,5,188485,1226,1253
3000,1845,80.0,160076,7,177147,1249,1356
2820,1853,71.6,102926,9,107110,1431,1418
2353,1502,55.4,552892,8,180600,1387,1249
1997,1059,75.7,519379,12,84889,937,833
3000,2028,77.6,590018,8,181617,1758,1554
2689,1882,76.2,555478,6,171953,1524,1515
2444,1575,79.9,162292,11,189670,1441,1158
2458,1835,75.8,289577,7,231708,1440,1307
3000,2113,78.6,173259,5,223813,1468,1607
2051,1649,79.4,686940,5,246614,1486,1442
1740,1153,77.7,617771,7,245842,846,998
2142,1898,76.6,225099,10,210156,1264,1459
2247,1672,70.9,325743,8,242373,1150,1407
3000,1790,82.8,775963,5,226775,1491,1678
2727,2064,75.7,507795,11,202327,1718,1741
2159,1817,75.1,656832,6,88192,1323,1441
3000,1977,82.1,270506,8,83584,1716,1723
2132,1919,79.7,231238,9,221580,1693,1633
1304,1093,72.4,644420,12,160690,1012,922
2004,1008,88.0,573828,12,217556,832,942
3000,2166,68.5,570304,11,129761,1914,1688
3000,1911,69.7,477897,7,144589,1674,1328
3000,1617,83.3,485776,8,197533,1176,1270
2201,1189,92.0,609702,12,235182,884,1057
1301,1124,73.4,274402,9,90358,892,864
3000,1739,81.3,333993,6,225759,1140,1473
3000,1688,68.5,707578,10,213777,1248,1301
3000,1980,70.6,302383,12,130219,1568,1432
2434,1467,87.1,473343,7,137163,1001,1269
1942,1432,80.9,585900,10,83131,985,1091
2793,1376,87.3,799946,12,77755,1086,1221
1778,936,86.7,393410,11,158476,814,789
2673,1227,61.3,388227,5,91719,1104,919
1794,1411,68.4,686664,10,108950,1148,1204
2305,1710,80.2,659962,5,223184,1355,1227
2157,1618,64.4,606375,11,174930,1238,1467
1853,940,69.6,413525,12,185886,665,760
2488,1906,89.4,313236,9,107809,1323,1521
1145,976,73.7,518286,8,220016,866,912
2192,997,83.7,710881,6,226896,787,789
1604,1423,77.8,716320,9,166582,1262,1111
3000,1490,72.6,158119,6,234698,1283,1257
1802,1200,64.7,388412,10,222845,850,854
2573,1270,79.9,414600,6,202982,1020,1069
1739,1017,89.6,783883,10,203463,797,868
3000,1728,72.8,568159,6,93444,1343,1270
3000,1431,78.5,373217,7,122396,1163,1202
1943,1750,65.8,98762,9,86698,1653,1339
2017,1705,72.6,487077,12,76519,1524,1383
1340,974,80.7,149175,12,102704,897,868
1509,822,83.9,680804,7,229085,542,671
2148,1034,82.4,621813,8,116978,716,929
2948,1836,61.7,411567,12,244777,1240,1499
3000,1924,74.3,389032,8,179526,1403,1629
2259,1728,70.3,726084,5,116520,1352,1361
2625,1322,75.5,287690,12,161998,1114,991
2662,1230,77.1,259294,5,113342,984,928
2222,1592,86.5,756222,12,247195,1466,1385
2190,1332,80.4,662657,12,223271,1241,1192
2124,1778,89.3,670850,5,79592,1243,1478
3000,2116,72.4,220540,11,240861,1917,1677
2660,1609,66.7,183173,8,201186,1278,1368
2155,1712,89.6,98741,6,89417,1346,1309
3000,1924,81.5,250670,10,192362,1704,1488
